"name","price","originalPrice","discount","rating","reviewCount","image","images","category","sizes","colors","badge","compatibleBikes","description","specifications","inStock","stockQuantity","createdAt","updatedAt"
"Universal Led Fog Light (ZFL-50)",28000,29960,7,4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194142_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194142_700X700.webp","Fog Light","","Black:#4f79be","new","Yamaha R15|KTM Duke 390|Bajaj Pulsar NS200","Universal Led Fog Light (ZFL-50)","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Universal Led Fog Light (ZFL-40)",17000,17510,3,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193987_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193987_700X700.webp","Fog Light","","Black:#b5a98e","bestseller","Yamaha R15|KTM Duke 390|TVS Apache RTR 160","Universal Led Fog Light (ZFL-40)","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Universal Led Fog Light (ZFL-35)",14200,14910,5,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193770_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735193770_700X700.webp","Fog Light","","Black:#683146","new","Royal Enfield Classic 350|Royal Enfield Hunter 350|Bajaj Pulsar NS200","Universal Led Fog Light (ZFL-35)","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Universal Led Fog Light (ZFL-20)",10500,11865,13,4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735192045_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735192045_700X700.webp","Fog Light","","Black:#521bd2","discount","TVS Apache RTR 160|Bajaj Pulsar NS200|Royal Enfield Classic 350","Universal Led Fog Light (ZFL-20)","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Universal Led Fog Light (ZFL-15)",7999,8478.94,6,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735194552_700X700.webp","Fog Light","","Black:#60a16e","bestseller","Yamaha R15|Honda CB350|Bajaj Pulsar NS200","Universal Led Fog Light (ZFL-15)","{}",false,0,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Universal Gel Seat Cushion Small (495grm)",1699,1885.8899999999999,11,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729089835_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1729089835_700X700.webp","Seat Cushion","","Black:#d6a0ec","discount","Royal Enfield Classic 350|TVS Apache RTR 160|Honda CB350","Universal Gel Seat Cushion Small (495grm)","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Universal Mobile Holder Without Charger",2399,2590.92,8,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721457228_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721457228_700X700.webp","Mobile Holder","","Black:#316921","discount","Royal Enfield Hunter 350|KTM Duke 390|Royal Enfield Classic 350","Universal Mobile Holder Without Charger","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Universal Mobile Holder with Touch Charger",2899,2985.97,3,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721460055_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721460055_700X700.webp","Mobile Holder","","Black:#22ff94","discount","KTM Duke 390|Bajaj Pulsar NS200|Royal Enfield Classic 350","Universal Mobile Holder with Touch Charger","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Universal Mobile Holder with USB Charger",2799,2994.93,7,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721459099_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_07_1721459099_700X700.webp","Mobile Holder","","Black:#683db4","bestseller","Yamaha R15|TVS Apache RTR 160|KTM Duke 390","Universal Mobile Holder with USB Charger","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"BMW G310 R - LOWER ENGINE GUARD MS WITH PUCK BLACK",5500,6325,15,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1696845598_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1696845598_700X700.webp","Engine Guard","","Black:#050f74","new","TVS Apache RTR 160|Honda CB350|Royal Enfield Classic 350","Lower engine guard with puck for BMW G310 R, made of mild steel in black finish.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"SADDLE STAY MS BLACK WITH JERRY CAN MOUNT BMW G 310 R",3400,3910,15,5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1695187105_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1695187105_700X700.webp","Saddle Stay","","Black:#d1fede","bestseller","Yamaha R15|Royal Enfield Hunter 350|Honda CB350","Saddle stay with Jerry Can Mount, MS black finish for BMW G 310 R.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"SADDLE STAY SILVER WITH JERRY CAN MOUNT FOR BMW G310R",3399,"",0,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1695964539_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_09_1695964539_700X700.webp","Saddle Stay","","Silver:#d92638","new","KTM Duke 390|Yamaha R15|TVS Apache RTR 160","Silver saddle stay with Jerry Can Mount, compatible with BMW G310R.","{}",false,0,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"TOP RACK PLATE ALUMINUM TEXTURE MATT SILVER G310 R",2599,2936.87,13,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/301460225_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/301460225_700X700.webp","Top Rack","","Silver:#362020","discount","Royal Enfield Hunter 350|TVS Apache RTR 160|KTM Duke 390","Top rack plate made of aluminum with textured matte silver finish for BMW G310 R.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"GPS MOUNT ALUMINUM & SS BMW 310R",1099,1329.79,21,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/1567022415_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/1567022415_700X700.webp","Mounts","","Silver:#9b196e|Black:#f47fa3","bestseller","TVS Apache RTR 160|KTM Duke 390|Honda CB350","Durable GPS mount made with aluminum and stainless steel for BMW G310 R.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"BMW G310R ALUMINIUM HEAVY DUTY SUMP GUARD SILVER",5500,6325,15,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/1197346626_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/1197346626_700X700.webp","Sump Guard","","Silver:#58ca09","new","KTM Duke 390|Royal Enfield Classic 350|Bajaj Pulsar NS200","Heavy-duty silver sump guard made of aluminum for BMW G310R.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"BMW G310R LOWER ENGINE GUARD WITH PUCK SILVER",5500,6325,15,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1697003693_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_10_1697003693_700X700.webp","Engine Guard","","Silver:#113724","discount","Bajaj Pulsar NS200|Royal Enfield Classic 350|TVS Apache RTR 160","Lower engine guard with puck in silver finish for BMW G310R.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Plastic (45 litre) L-Flat Black With Back Rest Cushion For BSA Goldstar 650",7000,7490,7,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738391627_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738391627_700X700.webp","Top Box","","Black:#892bdc","discount","Royal Enfield Classic 350|Honda CB350|Royal Enfield Hunter 350","Durable plastic top box with 45L capacity in L-Flat design and black finish with backrest cushion for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (22 litre) L-Flat Silver for BSA Goldstar 650",7500,7950,6,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738391057_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738391057_700X700.webp","Top Box","","Silver:#800f7c","discount","Royal Enfield Hunter 350|KTM Duke 390|Bajaj Pulsar NS200","Aluminium top box with 22L capacity in L-Flat design and silver finish for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (22 litre) L-Flat Black for BSA Goldstar 650",7500,7950,6,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738390667_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738390667_700X700.webp","Top Box","","Black:#52b6de","bestseller","KTM Duke 390|Royal Enfield Classic 350|Bajaj Pulsar NS200","Stylish black aluminium top box with 22L capacity in L-Flat design for BSA Goldstar 650.","{}",false,0,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (35 litre) R-Flat Silver With Back Rest Cushion for BSA Goldstar 650",9500,9975,5,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738390325_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738390325_700X700.webp","Top Box","","Silver:#80e6e6","discount","Royal Enfield Classic 350|Royal Enfield Hunter 350|Yamaha R15","35L R-Flat aluminium top box in silver with backrest cushion for long rides on the BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (35 litre) R-Flat Black With Back Rest Cushion for BSA Goldstar 650",9500,9975,5,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738389248_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738389248_700X700.webp","Top Box","","Black:#d451f4","new","TVS Apache RTR 160|Royal Enfield Classic 350|Bajaj Pulsar NS200","35L R-Flat black aluminium top box with backrest cushion for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (35 litre) L-Flat Silver With Back Rest Cushion for BSA Goldstar 650",9500,9975,5,4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738390325_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738390325_700X700.webp","Top Box","","Silver:#7a83cf","bestseller","KTM Duke 390|Yamaha R15|TVS Apache RTR 160","35L L-Flat silver aluminium top box with backrest cushion for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (35 litre) L-Flat Black With Back Rest Cushion for BSA Goldstar 650",9500,9975,5,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738388542_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738388542_700X700.webp","Top Box","","Black:#0913d8","bestseller","KTM Duke 390|Royal Enfield Classic 350|Yamaha R15","Sold out black 35L L-Flat aluminium top box with backrest cushion for BSA Goldstar 650.","{}",false,0,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (45 litre) R-Flat Black With Back Rest Cushion For BSA Goldstar 650",11500,11960,4,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738388278_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738388278_700X700.webp","Top Box","","Black:#a9aa3c","bestseller","KTM Duke 390|Bajaj Pulsar NS200|Honda CB350","Spacious 45L R-Flat black aluminium top box with backrest cushion for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (45 litre) R-Flat Silver With Back Rest Cushion for BSA Goldstar 650",11500,11960,4,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738388010_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_02_1738388010_700X700.webp","Top Box","","Silver:#dbbb77","new","Bajaj Pulsar NS200|Royal Enfield Classic 350|Honda CB350","Sold out silver 45L R-Flat aluminium top box with backrest cushion for BSA Goldstar 650.","{}",false,0,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (45 litre) L-Flat Silver With Back Rest Cushion for BSA Goldstar 650",11500,11960,4,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738353808_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738353808_700X700.webp","Top Box","","Silver:#c22c2b","new","Honda CB350|Bajaj Pulsar NS200|Yamaha R15","Sold out silver 45L L-Flat aluminium top box with backrest cushion for BSA Goldstar 650.","{}",false,0,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Box Aluminium (45 litre) L-Flat Black With Back Rest Cushion For BSA Goldstar 650",11500,11960,4,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738348758_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738348758_700X700.webp","Top Box","","Black:#090d12","new","Yamaha R15|Royal Enfield Hunter 350|TVS Apache RTR 160","45L L-Flat black aluminium top box with backrest cushion for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Roadster Saddle Bag 30 litre Single (60 litre pair) Bag for BSA Goldstar 650",6500,6955,7,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738347700_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738347700_700X700.webp","Saddle Bag","","Black:#6b5f79","discount","Honda CB350|TVS Apache RTR 160|Bajaj Pulsar NS200","Roadster-style 30L single or 60L pair saddle bag designed for BSA Goldstar 650 with durable materials and fitting options.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Drake Universal Fabric Saddle Bag 32 litre Single (64 litre pair) Bag BSA Goldstar 650",3699,4364.82,18,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738346911_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738346911_700X700.webp","Saddle Bag","","Black:#0a6e28","bestseller","Yamaha R15|Bajaj Pulsar NS200|TVS Apache RTR 160","Drake universal fabric saddle bag with 32L single or 64L pair capacity for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Maximus Tail Bag (36 litre Single) BSA Goldstar 650",3999,4438.89,11,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738346394_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738346394_700X700.webp","Tail Bag","","Black:#04956c","bestseller","KTM Duke 390|Bajaj Pulsar NS200|TVS Apache RTR 160","Maximus 36L single tail bag designed for BSA Goldstar 650, offering rugged and weatherproof storage.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Tripper Tank Bag (8.0 litre) for BSA Goldstar 650",2999,3418.86,14,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738346033_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738346033_700X700.webp","Tank Bag","","Black:#ae95ea","new","TVS Apache RTR 160|Honda CB350|KTM Duke 390","Tripper 8L compact tank bag with magnetic and strap mounts designed for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Pluto Tail Bag / Tank Bag for BSA Goldstar 650",3299,3727.87,13,4.1,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738345391_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738345391_700X700.webp","Tail Bag","","Black:#4a09b5","new","Royal Enfield Hunter 350|Royal Enfield Classic 350|Yamaha R15","Versatile Pluto bag for BSA Goldstar 650 – usable as tail or tank bag with 13% discount.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Broozer Tail Bag (50 litre) for BSA Goldstar 650",4999,5848.83,17,4.6,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738344900_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738344900_700X700.webp","Tail Bag","","Black:#e4a1f6","new","Royal Enfield Classic 350|Honda CB350|Royal Enfield Hunter 350","Broozer 50L Tail Bag ideal for long rides with ample space and compatibility with BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Vader Hard Shell Tail Bag (65 litre) for BSA Goldstar 650",5999,6718.88,12,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738344437_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1738344437_700X700.webp","Tail Bag","","Black:#149339","new","Royal Enfield Classic 350|Royal Enfield Hunter 350|Yamaha R15","Vader 65L Hard Shell Tail Bag offering robust design and waterproof protection for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Pillion Backrest for BSA Goldstar 650 compatible with Zana Top Rack",1399,1706.78,22,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736373900_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736373900_700X700.webp","Backrest","","Black:#38d532","discount","Honda CB350|KTM Duke 390|Bajaj Pulsar NS200","Pillion backrest designed for BSA Goldstar 650, compatible with Zana top rack. Enhances passenger comfort.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Rack for BSA Goldstar 650 with Pillion Back Rest (Mild Steel Black, Type-1)",3599,3958.9,10,4.5,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736373342_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736373342_700X700.webp","Top Rack","","Black:#8536fe","new","Bajaj Pulsar NS200|KTM Duke 390|Yamaha R15","Top rack with integrated pillion backrest (Type-1) made from mild steel for BSA Goldstar 650.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Top Rack for BSA Goldstar 650 without Plate Compatible with Pillion Backrest (Mild Steel, Black, Type-2)",2599,2936.87,13,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736373644_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736373644_700X700.webp","Top Rack","","Black:#956322","discount","Royal Enfield Hunter 350|Honda CB350|Bajaj Pulsar NS200","Top rack Type-2 for BSA Goldstar 650 without plate, compatible with pillion backrest. Made from mild steel, black finish.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Bash Plate for BSA Goldstar 650 (Aluminum, Black)",2999,3508.83,17,4.8,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736371880_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_01_1736371880_700X700.webp","Bash Plate","","Black:#af3361","discount","TVS Apache RTR 160|KTM Duke 390|Royal Enfield Hunter 350","High-strength aluminum bash plate for BSA Goldstar 650 in a black finish. Offers excellent engine and underbody protection.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Fog Light Mount for BSA Goldstar 650 (Mild Steel)",1199,"",0,4.4,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735209734_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735209734_700X700.webp","Mount","","Black:#96dcee","discount","KTM Duke 390|Yamaha R15|Bajaj Pulsar NS200","Durable fog light mounting bracket for BSA Goldstar 650 made of mild steel for easy installation and strong support.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Crash Guard for BSA Goldstar 650 with Slider Puck (Mild Steel, Black)",4800,"",0,4.3,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735379350_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735379350_700X700.webp","Crash Guard","","Black:#39a49e","bestseller","TVS Apache RTR 160|Bajaj Pulsar NS200|Honda CB350","Crash guard with integrated slider puck for BSA Goldstar 650, offering premium side protection and style.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Side Stand Extender for BSA Goldstar 650 (Aluminum & Stainless Steel)",899,"",0,4.2,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735379474_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_12_1735379474_700X700.webp","Stand Extender","","Silver:#c080ec|Black:#483c4e","new","Royal Enfield Classic 350|KTM Duke 390|Honda CB350","Side Stand Extender made with aluminum and stainless steel for improved parking stability on uneven surfaces.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
"Headlight Grill for BSA Goldstar 650 (Stainless Steel, Black) T-2",1400,"",0,4.9,0,"https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1746530381_700X700.webp","https://www.zanamotorcycles.com/uploads/tempDir/proMImg_05_1746530381_700X700.webp","Headlight Grill","","Black:#152e99","discount","Honda CB350|TVS Apache RTR 160|Bajaj Pulsar NS200","T-2 variant headlight grill for BSA Goldstar 650 made of stainless steel with black coating for rugged protection.","{}",true,10,"2026-03-02T20:53:40.624Z","2026-03-02T20:53:40.624Z"
